"sodbtn_region"	"sodbtn_county"	"sodbtn_municipality"	"name_region"	"name_county"	"name_municipality"	"year"	"type_municipality"	"loc_place_a"	"loc_place_b"	"loc_dist"	"loc_barrier"	"loc_ownership"	"inf_rom_water"	"inf_rom_sewer"	"inf_rom_electricity"	"inf_rom_gas"	"inf_rom_light"	"inf_rom_road"	"inf_maj_water"	"inf_maj_sewer"	"inf_maj_electricity"	"inf_maj_gas"
700	701	519553	"Presovsky kraj"	"Bardejov"	"Lukov"	2004	"village"	"intravilan"	"outside"	"100"	"brook"	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	701	519553	"Presovsky kraj"	"Bardejov"	"Lukov"	2005	"village"	"intravilan"	"outside"	"100"	"brook"	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"no"
700	701	519570	"Presovsky kraj"	"Bardejov"	"Malcov"	2004	"village"	"intravilan"	"outside"	"100"	"brook"	"not"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	701	519570	"Presovsky kraj"	"Bardejov"	"Malcov"	2005	"village"	"intravilan"	"outside"	"100"	"brook"	"not"	"yes"	"no"	"yes"	"no"	"yes"	"gravel"	"yes"	"no"	"yes"	"no"
700	701	519588	"Presovsky kraj"	"Bardejov"	"Marhan"	2004	"village"	"extravilan"	"outside"	"100"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"no"	"no"	"yes"	"yes"
700	701	519588	"Presovsky kraj"	"Bardejov"	"Marhan"	2005	"village"	"extravilan"	"outside"	"100"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"yes"
700	701	519669	"Presovsky kraj"	"Bardejov"	"Nizny Tvarozec"	2004	"village"	"extravilan"	"outside"	"700"	""	"not"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	701	519669	"Presovsky kraj"	"Bardejov"	"Nizny Tvarozec"	2005	"village"	"extravilan"	"outside"	"700"	""	"not"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	701	519693	"Presovsky kraj"	"Bardejov"	"Ortutova"	2004	"village"	"extravilan"	"outside"	"1000"	"forest"	"not"	"no"	"no"	"yes"	"no"	"no"	"other"	"no"	"partly"	"yes"	"yes"
700	701	519693	"Presovsky kraj"	"Bardejov"	"Ortutova"	2005	"village"	"extravilan"	"outside"	"1000"	"forest"	"not"	"no"	"no"	"yes"	"no"	"no"	"other"	"no"	"partly"	"yes"	"yes"
700	701	519715	"Presovsky kraj"	"Bardejov"	"Petrova"	2004	"village"	"intravilan"	"outside"	"300"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	701	519715	"Presovsky kraj"	"Bardejov"	"Petrova"	2005	"village"	"intravilan"	"outside"	"300"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	701	519847	"Presovsky kraj"	"Bardejov"	"Sarisske Cierne"	2004	"village"	"intravilan"	"outside"	"100"	""	"yes"	"yes"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"no"
700	701	519847	"Presovsky kraj"	"Bardejov"	"Sarisske Cierne"	2005	"village"	"intravilan"	"outside"	"100"	""	"yes"	"yes"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"no"
700	701	519839	"Presovsky kraj"	"Bardejov"	"Sverzov"	2004	"village"	"intravilan"	"outside"	"100"	"other"	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	701	519839	"Presovsky kraj"	"Bardejov"	"Sverzov"	2005	"village"	"intravilan"	"outside"	"100"	"other"	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"gravel"	"yes"	"no"	"yes"	"yes"
700	701	519961	"Presovsky kraj"	"Bardejov"	"Zborov"	2004	"village"	"intravilan"	"outside"	"50"	"brook"	"not"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	701	519961	"Presovsky kraj"	"Bardejov"	"Zborov"	2005	"village"	"intravilan"	"outside"	"50"	"brook"	"not"	"yes"	"yes"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	702	520357	"Presovsky kraj"	"Humenne"	"Karna"	2004	"village"	"intravilan"	"outside"	"100"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"partly"
700	702	520357	"Presovsky kraj"	"Humenne"	"Karna"	2005	"village"	"intravilan"	"outside"	"100"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"partly"
700	702	520501	"Presovsky kraj"	"Humenne"	"Myslina"	2004	"village"	"intravilan"	"outside"	"300"	""	"not"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	702	520501	"Presovsky kraj"	"Humenne"	"Myslina"	2005	"village"	"intravilan"	"outside"	"300"	"brook"	"not"	"yes"	"no"	"yes"	NA	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	702	520535	"Presovsky kraj"	"Humenne"	"Nizna Jablonka"	2004	"village"	"intravilan"	"outside"	"250"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"no"
700	702	520535	"Presovsky kraj"	"Humenne"	"Nizna Jablonka"	2005	"village"	"intravilan"	"outside"	"250"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"no"
700	702	520721	"Presovsky kraj"	"Humenne"	"Rovne"	2004	"village"	"intravilan"	"outside"	"150"	""	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"other"	"no"	"no"	"yes"	"yes"
700	702	520721	"Presovsky kraj"	"Humenne"	"Rovne"	2005	"village"	"intravilan"	"outside"	"150"	""	"yes"	"no"	"no"	"yes"	"yes"	"yes"	"other"	"no"	"no"	"yes"	"yes"
700	702	521086	"Presovsky kraj"	"Humenne"	"Zbudske Dlhe"	2004	"village"	"intravilan"	"outside"	"1500"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"partly"	"partly"
700	702	521086	"Presovsky kraj"	"Humenne"	"Zbudske Dlhe"	2005	"village"	"intravilan"	"outside"	"1500"	""	"partly"	"in construction"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"partly"	"partly"
700	703	523526	"Presovsky kraj"	"Kezmarok"	"Huncovce"	2004	"village"	"intravilan"	"outside"	"800"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	703	523526	"Presovsky kraj"	"Kezmarok"	"Huncovce"	2005	"village"	"intravilan"	"outside"	"800"	""	"partly"	"yes"	"yes"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	703	523569	"Presovsky kraj"	"Kezmarok"	"Jezersko"	2004	"village"	"extravilan"	"outside"	"300"	""	"partly"	"no"	"no"	"yes"	"no"	"no"	"none"	"no"	"no"	"yes"	"partly"
700	703	523569	"Presovsky kraj"	"Kezmarok"	"Jezersko"	2005	"village"	"extravilan"	"outside"	"300"	""	"partly"	"no"	"no"	"yes"	"no"	"no"	"none"	"no"	"no"	"yes"	"partly"
700	703	523577	"Presovsky kraj"	"Kezmarok"	"Jurske"	2004	"village"	"intravilan"	"outside"	"500"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"no"	"no"	"yes"	"yes"
700	703	523577	"Presovsky kraj"	"Kezmarok"	"Jurske"	2005	"village"	"intravilan"	"outside"	"500"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"yes"
700	703	523607	"Presovsky kraj"	"Kezmarok"	"Krizova Ves"	2004	"village"	"intravilan"	"outside"	"500"	""	"partly"	"yes"	"yes"	"yes"	"no"	"yes"	"other"	"yes"	"yes"	"yes"	"yes"
700	703	523607	"Presovsky kraj"	"Kezmarok"	"Krizova Ves"	2005	"village"	"intravilan"	"outside"	"500"	""	"partly"	"yes"	"yes"	"yes"	"no"	"yes"	"other"	"yes"	"yes"	"yes"	"yes"
700	703	523780	"Presovsky kraj"	"Kezmarok"	"Podhorany"	2004	"village"	"intravilan"	"outside"	"200"	""	"not"	"no"	"no"	"yes"	"partly"	"yes"	"other"	"no"	"no"	"yes"	"yes"
700	703	523780	"Presovsky kraj"	"Kezmarok"	"Podhorany"	2005	"village"	"intravilan"	"outside"	"200"	""	"not"	"no"	"no"	"yes"	"partly"	"yes"	"asphalt"	"no"	"no"	"yes"	"yes"
700	703	523798	"Presovsky kraj"	"Kezmarok"	"Rakusy"	2004	"village"	"extravilan"	"outside"	"2000"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	703	523798	"Presovsky kraj"	"Kezmarok"	"Rakusy"	2005	"village"	"extravilan"	"outside"	"2000"	""	"yes"	"yes"	"yes"	"yes"	"no"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"yes"
700	703	523887	"Presovsky kraj"	"Kezmarok"	"Stara Lesna"	2004	"village"	"extravilan"	"outside"	"50"	"brook"	"partly"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"yes"	"yes"	"yes"
700	703	523887	"Presovsky kraj"	"Kezmarok"	"Stara Lesna"	2005	"village"	"extravilan"	"outside"	"50"	"brook"	"partly"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"yes"	"yes"	"yes"
700	703	523909	"Presovsky kraj"	"Kezmarok"	"Strane pod Tatrami"	2004	"village"	"extravilan"	"outside"	"1000"	""	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	703	523909	"Presovsky kraj"	"Kezmarok"	"Strane pod Tatrami"	2005	"village"	"extravilan"	"outside"	"1000"	""	"partly"	"yes"	"yes"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"yes"	"yes"	"yes"
700	703	523976	"Presovsky kraj"	"Kezmarok"	"Toporec"	2004	"village"	"intravilan"	"outside"	"1000"	""	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"no"	"yes"	"partly"
700	703	523976	"Presovsky kraj"	"Kezmarok"	"Toporec"	2005	"village"	"intravilan"	"outside"	"1000"	""	"partly"	"yes"	"yes"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"yes"	"yes"	"partly"
700	703	524000	"Presovsky kraj"	"Kezmarok"	"Velka Lomnica"	2004	"village"	"intravilan"	"outside"	"2000"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"yes"	"yes"	"partly"
700	703	524000	"Presovsky kraj"	"Kezmarok"	"Velka Lomnica"	2005	"village"	"intravilan"	"outside"	"2000"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"yes"	"yes"	"partly"
700	704	526479	"Presovsky kraj"	"Levoca"	"Domanovce"	2004	"village"	"intravilan"	"outside"	"30"	"hill"	"partly"	"yes"	"partly"	"yes"	"yes"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	704	526479	"Presovsky kraj"	"Levoca"	"Domanovce"	2005	"village"	"intravilan"	"outside"	"30"	"hill"	"partly"	"yes"	"partly"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"yes"
700	704	526487	"Presovsky kraj"	"Levoca"	"Dravce"	2004	"village"	"extravilan"	"outside"	"200"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"none"	"yes"	"no"	"yes"	"no"
700	704	526487	"Presovsky kraj"	"Levoca"	"Dravce"	2005	"village"	"extravilan"	"outside"	"200"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"none"	"yes"	"no"	"yes"	"no"
700	704	543179	"Presovsky kraj"	"Levoca"	"Jablonov"	2004	"village"	"intravilan"	"outside"	"50"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	704	543179	"Presovsky kraj"	"Levoca"	"Jablonov"	2005	"village"	"intravilan"	"outside"	"50"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	705	520098	"Presovsky kraj"	"Medzilaborce"	"Cabalovce"	2004	"village"	"intravilan"	"outside"	"400"	""	"not"	"no"	"no"	"partly"	"no"	"yes"	"other"	"no"	"no"	"yes"	"no"
700	705	520098	"Presovsky kraj"	"Medzilaborce"	"Cabalovce"	2005	"village"	"intravilan"	"outside"	"400"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"no"	"no"	"yes"	"no"
700	705	520616	"Presovsky kraj"	"Medzilaborce"	"Palota"	2004	"village"	"extravilan"	"outside"	"100"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"none"	"no"	"no"	"yes"	"no"
700	705	520616	"Presovsky kraj"	"Medzilaborce"	"Palota"	2005	"village"	"extravilan"	"outside"	"100"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"none"	"no"	"no"	"yes"	"no"
700	705	520993	"Presovsky kraj"	"Medzilaborce"	"Volica"	2004	"village"	"intravilan"	"outside"	"200"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"no"
700	705	520993	"Presovsky kraj"	"Medzilaborce"	"Volica"	2005	"village"	"intravilan"	"outside"	"200"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"no"
700	706	523542	"Presovsky kraj"	"Poprad"	"Janovce"	2004	"village"	"intravilan"	"outside"	"200"	""	"not"	"yes"	"no"	"yes"	"no"	"partly"	"asphalt"	"yes"	"partly"	"yes"	"partly"
700	706	523542	"Presovsky kraj"	"Poprad"	"Janovce"	2005	"village"	"intravilan"	"outside"	"200"	""	"not"	"yes"	"no"	"yes"	"no"	"partly"	"asphalt"	"yes"	"partly"	"yes"	"partly"
700	706	523852	"Presovsky kraj"	"Poprad"	"Spisske Bystre"	2004	"village"	"extravilan"	"outside"	"1200"	"other"	"not"	"no"	"no"	"no"	"no"	"no"	"none"	"yes"	"yes"	"yes"	"yes"
700	706	523852	"Presovsky kraj"	"Poprad"	"Spisske Bystre"	2005	"village"	"extravilan"	"outside"	"1200"	"other"	"not"	"no"	"no"	"no"	"no"	"no"	"none"	"yes"	"yes"	"yes"	"yes"
700	706	523950	"Presovsky kraj"	"Poprad"	"Svabovce"	2004	"village"	"intravilan"	"outside"	"1000"	""	"partly"	"no"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"yes"	"yes"	"yes"
700	706	523950	"Presovsky kraj"	"Poprad"	"Svabovce"	2005	"village"	"intravilan"	"outside"	"1000"	"brook"	"partly"	"no"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"yes"	"yes"	"yes"
700	706	524018	"Presovsky kraj"	"Poprad"	"Velky Slavkov"	2004	"village"	"intravilan"	"outside"	"300"	"farm"	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	706	524018	"Presovsky kraj"	"Poprad"	"Velky Slavkov"	2005	"village"	"intravilan"	"outside"	"300"	"farm"	"partly"	"yes"	"partly"	"yes"	"yes"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	706	524034	"Presovsky kraj"	"Poprad"	"Vikartovce"	2004	"village"	"intravilan"	"outside"	"300"	"brook"	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	706	524034	"Presovsky kraj"	"Poprad"	"Vikartovce"	2005	"village"	"intravilan"	"outside"	"300"	"brook"	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	706	524093	"Presovsky kraj"	"Poprad"	"Vydrnik"	2004	"village"	"intravilan"	"outside"	"*"	"farm"	"partly"	"no"	"no"	"yes"	"yes"	"yes"	"other"	"no"	"yes"	"yes"	"yes"
700	706	524093	"Presovsky kraj"	"Poprad"	"Vydrnik"	2005	"village"	"intravilan"	"outside"	"*"	"farm"	"partly"	"no"	"no"	"yes"	"yes"	"yes"	"other"	"no"	"yes"	"yes"	"yes"
700	707	524263	"Presovsky kraj"	"Presov"	"Bzenov"	2004	"village"	"intravilan"	"outside"	"100"	"brook"	"not"	"no"	"no"	"yes"	"no"	"yes"	"none"	"no"	"no"	"yes"	"no"
700	707	524263	"Presovsky kraj"	"Presov"	"Bzenov"	2005	"village"	"intravilan"	"outside"	"100"	"brook"	"not"	"no"	"no"	"yes"	"yes"	"yes"	"none"	"no"	"no"	"yes"	"yes"
700	707	524301	"Presovsky kraj"	"Presov"	"Cervenica"	2004	"village"	"intravilan"	"outside"	"100"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"no"	"no"	"yes"	"no"
700	707	524301	"Presovsky kraj"	"Presov"	"Cervenica"	2005	"village"	"intravilan"	"outside"	"100"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"no"
700	707	524531	"Presovsky kraj"	"Presov"	"Chminianske Jakubovany"	2004	"village"	"extravilan"	"outside"	"3000"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	707	524531	"Presovsky kraj"	"Presov"	"Chminianske Jakubovany"	2005	"village"	"extravilan"	"outside"	"3000"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	707	524361	"Presovsky kraj"	"Presov"	"Drienovska Nova Ves"	2004	"village"	"extravilan"	"outside"	"1000"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	707	524361	"Presovsky kraj"	"Presov"	"Drienovska Nova Ves"	2005	"village"	"extravilan"	"outside"	"1000"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	707	524581	"Presovsky kraj"	"Presov"	"Janov"	2004	"village"	"extravilan"	"outside"	"1000"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"other"	"yes"	"no"	"yes"	"yes"
700	707	524581	"Presovsky kraj"	"Presov"	"Janov"	2005	"village"	NA	NA	""	""	NA	NA	NA	NA	NA	NA	NA	"yes"	"no"	"yes"	"yes"
700	707	524638	"Presovsky kraj"	"Presov"	"Kendice"	2004	"village"	"extravilan"	"outside"	"1500"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	707	524638	"Presovsky kraj"	"Presov"	"Kendice"	2005	"village"	"extravilan"	"outside"	"1500"	"hill"	"partly"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	707	524654	"Presovsky kraj"	"Presov"	"Kojatice"	2004	"village"	"intravilan"	"outside"	"250"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"none"	"no"	"no"	"yes"	"yes"
700	707	524654	"Presovsky kraj"	"Presov"	"Kojatice"	2005	"village"	"intravilan"	"outside"	"250"	""	"yes"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"no"	"no"	"yes"	"yes"
700	707	524832	"Presovsky kraj"	"Presov"	"Maly Slivnik"	2004	"village"	"intravilan"	"outside"	"500"	""	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	707	524832	"Presovsky kraj"	"Presov"	"Maly Slivnik"	2005	"village"	"intravilan"	"outside"	"500"	""	"partly"	"yes"	"no"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	707	525189	"Presovsky kraj"	"Presov"	"Sarisska Poruba"	2004	"village"	"intravilan"	"outside"	"200"	""	"partly"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	707	525189	"Presovsky kraj"	"Presov"	"Sarisska Poruba"	2005	"village"	"intravilan"	"outside"	"200"	""	"partly"	"partly"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	707	525171	"Presovsky kraj"	"Presov"	"Svinia"	2004	"village"	"intravilan"	"outside"	"100"	"brook"	"partly"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	707	525171	"Presovsky kraj"	"Presov"	"Svinia"	2005	"village"	"intravilan"	"outside"	"100"	"brook"	"partly"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	707	525413	"Presovsky kraj"	"Presov"	"Vitaz"	2004	"village"	"extravilan"	"outside"	"1500"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	707	525413	"Presovsky kraj"	"Presov"	"Vitaz"	2005	"village"	"extravilan"	"outside"	"1500"	""	"not"	"no"	"no"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	707	525499	"Presovsky kraj"	"Presov"	"Zehna"	2004	"village"	"intravilan"	"outside"	"100"	""	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	707	525499	"Presovsky kraj"	"Presov"	"Zehna"	2005	"village"	"intravilan"	"outside"	"100"	""	"yes"	"yes"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"yes"
700	708	524875	"Presovsky kraj"	"Sabinov"	"Milpos"	2004	"village"	"extravilan"	"outside"	"1500"	"brook"	"not"	"no"	"no"	"no"	"no"	"no"	"none"	"yes"	"yes"	"yes"	"yes"
700	708	524875	"Presovsky kraj"	"Sabinov"	"Milpos"	2005	"village"	"extravilan"	"outside"	"1500"	"brook"	"not"	"no"	"no"	"no"	"no"	"no"	"none"	"yes"	"yes"	"yes"	"yes"
700	708	524921	"Presovsky kraj"	"Sabinov"	"Nizny Slavkov"	2004	"village"	"intravilan"	"outside"	"*"	"*"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	708	524921	"Presovsky kraj"	"Sabinov"	"Nizny Slavkov"	2005	"village"	"intravilan"	"outside"	"*"	"*"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"no"	"yes"	"no"
700	708	524981	"Presovsky kraj"	"Sabinov"	"Ostrovany"	2004	"village"	"intravilan"	"outside"	"*"	"*"	"partly"	"no"	"no"	"yes"	"yes"	"yes"	"none"	"no"	"partly"	"yes"	"yes"
700	708	524981	"Presovsky kraj"	"Sabinov"	"Ostrovany"	2005	"village"	"intravilan"	"outside"	"*"	"*"	"partly"	"yes"	"yes"	"yes"	"yes"	"yes"	"none"	"yes"	"partly"	"yes"	"yes"
700	708	525006	"Presovsky kraj"	"Sabinov"	"Pecovska Nova Ves"	2004	"village"	"extravilan"	"outside"	"500"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"other"	"yes"	"partly"	"yes"	"yes"
700	708	525006	"Presovsky kraj"	"Sabinov"	"Pecovska Nova Ves"	2005	"village"	"extravilan"	"outside"	"500"	""	"partly"	"yes"	"yes"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"yes"
700	708	525120	"Presovsky kraj"	"Sabinov"	"Rozkovany"	2004	"village"	"extravilan"	"outside"	"1500"	"tracks"	"not"	"no"	"no"	"yes"	"no"	"no"	"none"	"yes"	"yes"	"yes"	"yes"
700	708	525120	"Presovsky kraj"	"Sabinov"	"Rozkovany"	2005	"village"	"extravilan"	"outside"	"1500"	"tracks"	"not"	"no"	"no"	"yes"	"no"	"no"	"other"	"yes"	"yes"	"yes"	"yes"
700	709	520161	"Presovsky kraj"	"Snina"	"Dlhe nad Cirochou"	2004	"village"	"intravilan"	"outside"	"300"	"brook"	"not"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	709	520161	"Presovsky kraj"	"Snina"	"Dlhe nad Cirochou"	2005	"village"	"intravilan"	"outside"	"300"	"brook"	"not"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"in construction"	"yes"	"yes"
700	710	526762	"Presovsky kraj"	"Stara Lubovna"	"Jakubany"	2004	"village"	"intravilan"	"outside"	"*"	"brook"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"yes"
700	710	526762	"Presovsky kraj"	"Stara Lubovna"	"Jakubany"	2005	"village"	"intravilan"	"outside"	"*"	"brook"	"yes"	"no"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"partly"	"yes"	"yes"
700	710	526908	"Presovsky kraj"	"Stara Lubovna"	"Mnisek nad Popradom"	2004	"village"	"extravilan"	"outside"	"250"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"none"	"yes"	"no"	"yes"	"no"
700	710	526908	"Presovsky kraj"	"Stara Lubovna"	"Mnisek nad Popradom"	2005	"village"	"extravilan"	"outside"	"250"	""	"not"	"no"	"no"	"yes"	"no"	"yes"	"none"	"yes"	"no"	"yes"	"no"
700	711	527181	"Presovsky kraj"	"Stropkov"	"Bukovce"	2004	"village"	"intravilan"	"outside"	"500"	""	"not"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	711	527181	"Presovsky kraj"	"Stropkov"	"Bukovce"	2005	"village"	"intravilan"	"outside"	"500"	""	"partly"	"yes"	"no"	"yes"	"no"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
700	711	527203	"Presovsky kraj"	"Stropkov"	"Bzany"	2004	"village"	"intravilan"	"outside"	"500"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"no"
700	711	527203	"Presovsky kraj"	"Stropkov"	"Bzany"	2005	"village"	"intravilan"	"outside"	"500"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"no"
700	711	527475	"Presovsky kraj"	"Stropkov"	"Krusinec"	2004	"village"	"intravilan"	"outside"	"500"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"other"	"no"	"no"	"yes"	"no"
700	711	527475	"Presovsky kraj"	"Stropkov"	"Krusinec"	2005	"village"	"intravilan"	"outside"	"500"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"other"	"no"	"no"	"yes"	"no"
700	711	527521	"Presovsky kraj"	"Stropkov"	"Makovce"	2004	"village"	"extravilan"	"outside"	"300"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"partly"
700	711	527521	"Presovsky kraj"	"Stropkov"	"Makovce"	2005	"village"	"extravilan"	"outside"	"300"	""	"not"	"no"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"partly"
700	711	527637	"Presovsky kraj"	"Stropkov"	"Nizna Olsava"	2004	"village"	"extravilan"	"outside"	"1500"	""	"partly"	"yes"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"partly"
700	711	527637	"Presovsky kraj"	"Stropkov"	"Nizna Olsava"	2005	"village"	"extravilan"	"outside"	"1500"	"brook"	"partly"	"yes"	"no"	"yes"	"no"	"no"	"asphalt"	"yes"	"no"	"yes"	"partly"
700	711	528048	"Presovsky kraj"	"Stropkov"	"Vysna Olsava"	2004	"village"	"intravilan"	"outside"	"800"	""	"yes"	"yes"	"no"	"yes"	"yes"	"yes"	"asphalt"	"yes"	"no"	"yes"	"yes"
